171	Which is right?	$Blankspace$	You're very quiet. What do you think about?$MCQ$	You're very quiet. What are you thinking about?$MCQ$	$FIB$You're very quiet. What are you thinking about?
172	Which is right?	$Blankspace$	I can't make up my mind. What do you think I should do?$MCQ$	I can't make up my mind. What are you thinking I should do?$MCQ$	$FIB$I can't make up my mind. What do you think I should do?
173	Which is right?	$Blankspace$	I'm not sure what she does. I think she works in a shop.$MCQ$	I'm not sure what she does. I'm thinking she works in a shop.$MCQ$	$FIB$I'm not sure what she does. I think she works in a shop.
174	Which is right?	$Blankspace$	We think of going to Norway for our holiday this year.$MCQ$	We're thinking of going to Norway for our holiday this year.$MCQ$	$FIB$We're thinking of going to Norway for our holiday this year.
175	Which is right?	$Blankspace$	A: Is it going to rain? B: I don't think so.$MCQ$	A: Is it going to rain? B: I'm not thinking so.$MCQ$	$FIB$A: Is it going to rain? B: I don't think so.
176	Which is right?	$Blankspace$	I think of selling my car. Would you be interested in buying it?$MCQ$	I'm thinking of selling my car. Would you be interested in buying it?$MCQ$	$FIB$I'm thinking of selling my car. Would you be interested in buying it?
177	Which is right?	$Blankspace$	I think you should sell your car. You don't use it much.$MCQ$	I'm thinking you should sell your car. You don't use it much.$MCQ$	$FIB$I think you should sell your car. You don't use it much.
274	Which is right?	'How did you learn to drive?' $Blankspace$	'My father teach me.'$MCQ$	'My father teached me.'$MCQ$	'My father taught me.'$MCQ$	$FIB$'My father taught me.'
275	Which is right?	'How did you hurt your arm?' $Blankspace$	'I fell down some steps.'$MCQ$	'I falled down some steps.'$MCQ$	'I felt down some steps.'$MCQ$	$FIB$'I fell down some steps.'
276	Which is right?	'I went shopping this morning.' $Blankspace$	'What bought you?'$MCQ$	'What did you buy?'$MCQ$	'What did you bought?'$MCQ$	$FIB$'What did you buy?'
277	Which is right?	'Who broke the window?' $Blankspace$	'It wasn't me. I didn't it.'$MCQ$	'It wasn't me. I did it not.'$MCQ$	'It wasn't me. I didn't do it.'$MCQ$	$FIB$'It wasn't me. I didn't do it.'
278	Which is right?	'We're just back from holiday.' $Blankspace$	'Are you? Did you have a nice time?'$MCQ$	'Are you? Did you had a nice time?'$MCQ$	'Are you? Had you a nice time?'$MCQ$	$FIB$'Are you? Did you have a nice time?'
279	Which is right?	'There was an accident just outside my house.' $Blankspace$	'Was there? How it happened?'$MCQ$	'Was there? How happened it?'$MCQ$	'Was there? How did it happen?'$MCQ$	$FIB$'Was there? How did it happen?'
280	Which is right?	'Is Jack still looking for another job?' $Blankspace$	'No, he decide to stay where he is.'$MCQ$	'No, he decided to stay where he is.'$MCQ$	'No, he decides to stay where he is.'$MCQ$	$FIB$'No, he decided to stay where he is.'
281	Which is right?	'Why wasn't Sarah at the party?' $Blankspace$	'She doesn't want to come.'$MCQ$	'She wanted not to come.'$MCQ$	'She didn't want to come.'$MCQ$	$FIB$'She didn't want to come.'
282	Which is right?	'They went from Paris to Berlin.' $Blankspace$	'How did they travel? By train?'$MCQ$	'How they travelled? By train?'$MCQ$	'How travelled they? By train?'$MCQ$	$FIB$'How did they travel? By train?'
283	Which is right?	'How was your trip? Was everything OK?' $Blankspace$	'Fine. We had not any problems.'$MCQ$	'Fine. We haven't got any problems.'$MCQ$	'Fine. We didn't have any problems.'$MCQ$	$FIB$'Fine. We didn't have any problems.'
326	Which is right?	Jenny $Blankspace$ for me when I $Blankspace$.	waited$MCQ$	was waiting$MCQ$	arrived$MCQ$	was arriving$MCQ$	$FIB$was waiting	$FIB$arrived
327	Which is right?	Sam $Blankspace$ a picture of me while I $Blankspace$.	took$MCQ$	was taking$MCQ$	didn't look$MCQ$	wasn't looking$MCQ$	$FIB$took	$FIB$wasn't looking
328	Which is right?	A: What $Blankspace$ at this time yesterday?<br />B: I was at home. I $Blankspace$ a film.	did you do$MCQ$	were you doing$MCQ$	watched$MCQ$	was watching$MCQ$	$FIB$were you doing	$FIB$was watching
329	Which is right?	A: $Blankspace$ out last night?<br />B: No, I $Blankspace$ at home.	Did you go$MCQ$	Were you going$MCQ$	stayed$MCQ$	was staying$MCQ$	$FIB$Did you go	$FIB$stayed
330	Which is right?	When I was young, I $Blankspace$ to be a pilot. Later I $Blankspace$ my mind.	wanted$MCQ$	was wanting$MCQ$	changed$MCQ$	was changing$MCQ$	$FIB$wanted	$FIB$changed
331	Which is right?	I haven't seen Alan for ages. When I $Blankspace$ him, he $Blankspace$ to find a job.	last saw$MCQ$	was last seeing$MCQ$	tried$MCQ$	was trying$MCQ$	$FIB$last saw	$FIB$was trying
332	Which is right?	How fast $Blankspace$ when the accident $Blankspace$?	did you drive$MCQ$	were you driving$MCQ$	happened$MCQ$	was happening$MCQ$	$FIB$were you driving	$FIB$happened
333	Which is right?	We were in a difficult position. We $Blankspace$ what to do, so we $Blankspace$ nothing.	didn't know$MCQ$	weren't knowing$MCQ$	did$MCQ$	were doing$MCQ$	$FIB$didn't know	$FIB$did
334	Which is right?	Last night I $Blankspace$ a plate when I $Blankspace$ the washing-up. Fortunately it $Blankspace$.	dropped$MCQ$	was dropping$MCQ$	did$MCQ$	was doing$MCQ$	didn't break$MCQ$	wasn't breaking$MCQ$	$FIB$dropped	$FIB$was doing	$FIB$didn't break
335	Which is right?	I $Blankspace$ along the street when suddenly I $Blankspace$ something behind me. Somebody $Blankspace$ me. I was scared and I $Blankspace$ to run.	walked$MCQ$	was walking$MCQ$	heard$MCQ$	was hearing$MCQ$	followed$MCQ$	was following$MCQ$	started$MCQ$	was starting$MCQ$	$FIB$was walking	$FIB$heard	$FIB$was following	$FIB$started
465	Which is right?	Maria $Blankspace$ in South America for the last three months.	is travelling$MCQ$	has been travelling$MCQ$	$FIB$has been travelling
466	Which is right?	Hi Tom. $Blankspace$. I need to ask you something.	I'm looking for you$MCQ$	I've been looking for you$MCQ$	$FIB$I've been looking for you
467	Which is right?	Why $Blankspace$ at me like that? Stop it!	are you looking$MCQ$	have you been looking$MCQ$	$FIB$are you looking
468	Which is right?	Rachel is a teacher. $Blankspace$ for ten years.	She's teaching$MCQ$	She's been teaching$MCQ$	$FIB$She's been teaching
469	Which is right?	$Blankspace$ about what you said, and I've decided to take your advice.	I'm thinking$MCQ$	I've been thinking$MCQ$	$FIB$I've been thinking
470	Which is right?	A: Is Paul on holiday this week?<br />B: No, $Blankspace$.	he's working$MCQ$	he's been working$MCQ$	$FIB$he's working
471	Which is right?	Sarah is very tired. $Blankspace$ very hard recently.	She's working$MCQ$	She's been working$MCQ$	$FIB$She's been working
472	Which is right?	It's dangerous to use your phone when $Blankspace$.	you're driving$MCQ$	you've been driving$MCQ$	$FIB$you're driving
473	Which is right?	How long $Blankspace$ English?	are you learning$MCQ$	have you been learning$MCQ$	$FIB$have you been learning
480	Which is right?	Look! Somebody $Blankspace$ that window.	has broken$MCQ$	has been breaking$MCQ$	$FIB$has broken
481	Which is right?	You look tired. $Blankspace$ hard?	Have you worked$MCQ$	Have you been working$MCQ$	$FIB$Have you been working
482	Which is right?	A: Have you been busy?<br />B: No, $Blankspace$ TV.	I've watched$MCQ$	I've been watching$MCQ$	$FIB$I've been watching
483	Which is right?	Where's Lisa? Where $Blankspace$?	has she gone$MCQ$	has she been going$MCQ$	$FIB$has she gone
484	Which is right?	It's not raining any more. $Blankspace$.	It's stopped$MCQ$	It's been stopping$MCQ$	$FIB$It's stopped
485	Which is right?	Is something wrong? $Blankspace$?	Have you cried$MCQ$	Have you been crying$MCQ$	$FIB$Have you been crying
486	Which is right?	$Blankspace$ my keys. I don't know where I put them.	I've lost$MCQ$	I've been losing$MCQ$	$FIB$I've lost
487	Which is right?	The children are tired. $Blankspace$ in the garden.	They've played$MCQ$	They've been playing$MCQ$	$FIB$They've been playing
488	Which is right?	$Blankspace$ the book you lent me. I've nearly finished it.	I've read$MCQ$	I've been reading$MCQ$	$FIB$I've been reading
489	Which is right?	$Blankspace$ the book you lent me, so you can have it back now.	I've read$MCQ$	I've been reading$MCQ$	$FIB$I've read
494	Which is right?	You have a friend who is learning Arabic. You ask: $Blankspace$	How long are you learning Arabic?$MCQ$	How long have you been learning Arabic?$MCQ$	How long have you learnt Arabic?$MCQ$	$FIB$How long have you been learning Arabic?
495	Which is right?	You have just arrived to meet your friend. She is waiting for you. You ask: $Blankspace$	Have you waited long?$MCQ$	Are you waiting long?$MCQ$	Have you been waiting long?$MCQ$	$FIB$Have you been waiting long?
496	Which is right?	You see somebody fishing by the river. You ask: $Blankspace$	Do you catch anything?$MCQ$	Have you been catching anything?$MCQ$	Have you caught anything?$MCQ$	$FIB$Have you caught anything?
497	Which is right?	Some friends of yours are having a party next week. You ask: $Blankspace$	How many people have you invited?$MCQ$	How many people have you been inviting?$MCQ$	How many people do you invite?$MCQ$	$FIB$How many people have you invited?
498	Which is right?	A friend of yours is a teacher. You ask: $Blankspace$	How long are you a teacher?$MCQ$	How long have you been teaching?$MCQ$	How long are you teaching?$MCQ$	$FIB$How long have you been teaching?
499	Which is right?	You meet somebody who is a writer. You ask: $Blankspace$	How many books have you written?$MCQ$	How many books do you write?$MCQ$	How many books have you been writing?$MCQ$	$FIB$How many books have you written?
500	Which is right?	A friend of yours is saving money to travel. You ask: $Blankspace$	How long are you saving?$MCQ$	How long have you been saving?$MCQ$	How long have you saved?$MCQ$	$FIB$How long have you been saving?
509	Which is right?	Rachel $Blankspace$ a police officer. She likes her job.	is$MCQ$	has been$MCQ$	$FIB$is
510	Which is right?	$Blankspace$ a police officer for five years.	She's$MCQ$	She's been$MCQ$	$FIB$She's been
511	Which is right?	My brother $Blankspace$ on holiday since Friday.	is$MCQ$	has been$MCQ$	$FIB$has been
512	Which is right?	$Blankspace$ here since Monday.	I'm$MCQ$	I've been$MCQ$	$FIB$I've been
513	Which is right?	A lot of people $Blankspace$ unemployed right now. They can't find jobs.	are$MCQ$	have been$MCQ$	$FIB$are
514	Which is right?	How long $Blankspace$ unemployed?	are you$MCQ$	have you been$MCQ$	$FIB$have you been
515	Which is right?	The weather $Blankspace$ bad since I arrived here.	is$MCQ$	has been$MCQ$	$FIB$has been
516	Which is right?	Ann $Blankspace$ at work. She'll be there until 5 o'clock.	is$MCQ$	has been$MCQ$	$FIB$is
517	Which is right?	Ben is a friend of mine. $Blankspace$	I know him for years.$MCQ$	I've known him for years.$MCQ$	$FIB$I've known him for years.
518	Which is right?	Sarah and Adam are married. $Blankspace$	They're married since July.$MCQ$	They've been married since July.$MCQ$	$FIB$They've been married since July.
519	Which is right?	You'll need an umbrella when you go out. $Blankspace$	It's raining.$MCQ$	It's been raining.$MCQ$	$FIB$It's raining.
520	Which is right?	The weather is awful. $Blankspace$	It's raining all day.$MCQ$	It's been raining all day.$MCQ$	$FIB$It's been raining all day.
521	Which is right?	I like your motorbike. $Blankspace$	How long do you have it?$MCQ$	How long have you had it?$MCQ$	$FIB$How long have you had it?
522	Which is right?	Lisa is in Germany. $Blankspace$	She's there on a business trip.$MCQ$	She's been there on a business trip.$MCQ$	$FIB$She's there on a business trip.
523	Which is right?	Kate is in Australia. $Blankspace$	She's there since June.$MCQ$	She's been there since June.$MCQ$	$FIB$She's been there since June.
524	Which is right?	Robert has lived here a long time. $Blankspace$	He knows the city well.$MCQ$	He's known the city well.$MCQ$	$FIB$He knows the city well.
525	Which is right?	I'm sorry I'm late. $Blankspace$	Are you waiting long?$MCQ$	Have you been waiting long?$MCQ$	$FIB$Have you been waiting long?
526	Which is right?	We've moved. $Blankspace$	We're living in New Street now.$MCQ$	We've been living in New Street now.$MCQ$	$FIB$We're living in New Street now.
527	Which is right?	I bought this hat a long time ago. $Blankspace$	I have it for ages.$MCQ$	I've had it for ages.$MCQ$	$FIB$I've had it for ages.
541	Which is right?	A: Do you still play tennis?<br />B: No, $Blankspace$ tennis for years.	I don't play$MCQ$	I haven't played$MCQ$	$FIB$I haven't played
542	Which is right?	A: Do you still play football?<br />B: No, $Blankspace$ football any more.	I don't play$MCQ$	I haven't played$MCQ$	$FIB$I don't play
543	Which is right?	A: Are you waiting for the bus?<br />B: Yes, $Blankspace$ about 20 minutes.	I'm waiting$MCQ$	I've been waiting$MCQ$	$FIB$I've been waiting
544	Which is right?	A: Do you watch TV a lot?<br />B: No, $Blankspace$ TV for ages.	I don't watch$MCQ$	I haven't watched$MCQ$	$FIB$I haven't watched
545	Which is right?	A: Is Joe watching TV?<br />B: Yes, $Blankspace$ TV all evening.	he's watching$MCQ$	he's been watching$MCQ$	$FIB$he's been watching
546	Which is right?	A: Is the company doing well?<br />B: No, $Blankspace$ a profit for a long time.	it doesn't make$MCQ$	it hasn't made$MCQ$	$FIB$it hasn't made
547	Which is right?	A: Are you feeling OK?<br />B: No, $Blankspace$ ill all day.	I feel$MCQ$	I've been feeling$MCQ$	$FIB$I've been feeling
548	Which is right?	A: Do you like living by the sea?<br />B: Yes, $Blankspace$ by the sea.	I've always lived$MCQ$	I've always been living$MCQ$	$FIB$I've always lived
585	Which is right?	Mark isn't well. He started feeling unwell on Sunday.<br /><br />He's been unwell $Blankspace$.	since Sunday$MCQ$	for Sunday$MCQ$	on Sunday$MCQ$	$FIB$since Sunday
586	Which is right?	My neighbours, Bob and Sue, went on holiday two weeks ago.<br /><br />Bob and Sue have been on holiday $Blankspace$.	for two weeks$MCQ$	two weeks ago$MCQ$	since two weeks$MCQ$	$FIB$for two weeks
587	Which is right?	You have a headache. It started when you woke up.<br /><br />$Blankspace$ a headache since I woke up.	I have$MCQ$	I had$MCQ$	I've had$MCQ$	$FIB$I've had
588	Which is right?	Sue is in a meeting at work. It's been going on since 9 o'clock.<br /><br />The meeting $Blankspace$ at 9 o'clock.	had started$MCQ$	has started$MCQ$	started$MCQ$	$FIB$started
589	Which is right?	You're working in a hotel. You started three weeks ago.<br /><br />$Blankspace$ in a hotel for three weeks.	I work$MCQ$	I'm working$MCQ$	I've been working$MCQ$	$FIB$I've been working
590	Which is right?	Sarah is married. She's been married a year.<br /><br />She got married $Blankspace$.	a year ago$MCQ$	since a year$MCQ$	for a year$MCQ$	$FIB$a year ago
591	Which is right?	Simon is a friend of yours. You first met years ago.<br /><br />Simon and I $Blankspace$ each other for years.	know$MCQ$	have known$MCQ$	knew$MCQ$	$FIB$have known
592	Which is right?	Kate is learning Japanese. She's been doing this since September.<br /><br />She started learning Japanese $Blankspace$.	from September$MCQ$	in September$MCQ$	since September$MCQ$	$FIB$in September
625	Which is right?	Who $Blankspace$ paper?	invented$MCQ$	has invented$MCQ$	$FIB$invented
626	Which is right?	My English $Blankspace$. It's much better now.	improved$MCQ$	has improved$MCQ$	$FIB$has improved
627	Which is right?	The company has existed for a long time. I don't know who $Blankspace$ it.	started$MCQ$	has started$MCQ$	$FIB$started
628	Which is right?	The Titanic was a ship that $Blankspace$ after hitting an iceberg.	sank$MCQ$	has sunk$MCQ$	$FIB$sank
629	Which is right?	Drugs $Blankspace$ a big problem everywhere.	became$MCQ$	have become$MCQ$	$FIB$have become
630	Which is right?	Who $Blankspace$ the men's 100 metres at the last Olympic Games?	won$MCQ$	has won$MCQ$	$FIB$won
631	Which is right?	Quick! We need to call an ambulance. $Blankspace$ an accident.	There was$MCQ$	There's been$MCQ$	$FIB$There's been
632	Which is right?	Albert Einstein $Blankspace$ the scientist who $Blankspace$ the theory of relativity.	was$MCQ$	has been$MCQ$	developed$MCQ$	has developed$MCQ$	$FIB$was	$FIB$developed
637	Which is right?	$Blankspace$	Laura has left school a year ago. She's now at university.$MCQ$	Laura has left school. She's now at university.$MCQ$	$FIB$Laura has left school. She's now at university.
638	Which is right?	$Blankspace$	I've bought a new car. You must come and see it.$MCQ$	I've bought a new car last week. You must come and see it.$MCQ$	$FIB$I've bought a new car. You must come and see it.
639	Which is right?	$Blankspace$	Have you seen Mike? I need to talk to him.$MCQ$	Have you seen Mike yesterday? I need to talk to him.$MCQ$	$FIB$Have you seen Mike? I need to talk to him.
640	Which is right?	$Blankspace$	Lisa has passed her driving test on Monday. She's allowed to drive now.$MCQ$	Lisa has passed her driving test. She's allowed to drive now.$MCQ$	$FIB$Lisa has passed her driving test. She's allowed to drive now.
641	Which is right?	$Blankspace$	Tom has gone out. He'll be back soon.$MCQ$	Tom has gone out at four o'clock. He'll be back soon.$MCQ$	$FIB$Tom has gone out. He'll be back soon.
642	Which is right?	$Blankspace$	Sam called me yesterday afternoon.$MCQ$	Sam has called me yesterday afternoon.$MCQ$	$FIB$Sam called me yesterday afternoon.
643	Which is right?	$Blankspace$	I've had an interesting dream last night.$MCQ$	I had an interesting dream last night.$MCQ$	$FIB$I had an interesting dream last night.
644	Which is right?	$Blankspace$	When has this bridge been built?$MCQ$	When was this bridge built?$MCQ$	$FIB$When was this bridge built?
